Text,Speaker,Episode,Season,Show,sentiment_score,sentiment_label,mapped,bracket,accumulative_sentiment,average_sentiment
 Glad to see you're protecting the throne.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.376146793365479,POSITIVE,eddard stark,,-23.620038986206055,-0.23529411764705882
" Sturdy old thing. How many kings' asses have polished it, I wonder? What's the line? The King shits and the Hand wipes.",Jaime Lannister,e3-Lord Snow,season-01,Game-of-Thrones,2.9792163372039795,NEGATIVE,jaime lannister,,-5.434244126081466,-0.2631578947368421
  Very handsome armor. Not a scratch on it.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.65581488609314,POSITIVE,eddard stark,,-20.964224100112915,-0.2
" I know. People have been swinging at me for years, but they always seem to miss.",Jaime Lannister,e3-Lord Snow,season-01,Game-of-Thrones,3.4483578205108643,NEGATIVE,jaime lannister,,-8.882601946592331,-0.3
 You've chosen your opponents wisely then.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.868406057357788,POSITIVE,eddard stark,,-18.095818042755127,-0.16666666666666666
" I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that.",Jaime Lannister,e3-Lord Snow,season-01,Game-of-Thrones,2.81259560585022,POSITIVE,jaime lannister,,-6.070006340742111,-0.23809523809523808
  But you just stood there and watched.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.959062099456787,POSITIVE,eddard stark,,-15.13675594329834,-0.13513513513513514
" 500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice.",Jaime Lannister,e3-Lord Snow,season-01,Game-of-Thrones,2.1719210147857666,NEGATIVE,jaime lannister,,-8.241927355527878,-0.2727272727272727
 Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back?,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.0101916790008545,NEGATIVE,eddard stark,,-17.146947622299194,-0.15789473684210525
" Tell me... If I'd stabbed the Mad King in the belly instead of the back, would you admire me more?",Jaime Lannister,e3-Lord Snow,season-01,Game-of-Thrones,1.446099042892456,POSITIVE,jaime lannister,,-6.795828312635422,-0.21739130434782608
"  You served him well, when serving was safe.",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.649941682815552,POSITIVE,eddard stark,,-13.497005939483643,-0.1282051282051282
 Lord Stark.,Varys,e3-Lord Snow,season-01,Game-of-Thrones,1.0954567193984983,POSITIVE,varys,,7.649454474449158,0.0
 Lord Varys.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.239611029624939,POSITIVE,eddard stark,,-12.257394909858704,-0.1
 I was grievously sorry to hear of your troubles on the Kingsroad. We are all praying for Prince Joffrey's full recovery.,Varys,e3-Lord Snow,season-01,Game-of-Thrones,2.7140400409698486,NEGATIVE,varys,,4.935414433479309,-0.07692307692307693
  A shame you didn't say a prayer for the butcher's son. Renly! You're looking well.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.212931156158447,POSITIVE,eddard stark,,-8.044463753700256,-0.07317073170731707
" And you look tired from the road. I told them this meeting could wait another day, but...",Renly Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,4.291914463043213,NEGATIVE,renly baratheon,,-4.291914463043213,-1.0
" But we have a Kingdom to look after. I've hoped to meet you for some time, Lord Stark. No doubt Lady Catelyn has mentioned me.",Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,3.5966053009033203,POSITIVE,petyr baelish,,6.810856312513351,0.09090909090909091
"  She has, Lord Baelish. I understand you knew my brother Brandon as well.",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.0088703632354736,POSITIVE,eddard stark,,-5.035593390464783,-0.047619047619047616
 All too well. I still carry a token of his esteem from navel to collarbone.,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,0.5604931116104126,POSITIVE,petyr baelish,,7.371349424123764,0.16666666666666666
 Perhaps you chose the wrong man to duel with.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.2173819541931152,NEGATIVE,eddard stark,,-8.252975344657898,-0.06976744186046512
" It wasn't the man that I chose, my Lord. It was Catelyn Tully. A woman worth fighting for, I'm sure you'll agree.",Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,3.970369100570679,POSITIVE,petyr baelish,,11.341718524694443,0.23076923076923078
  Grand Maester.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.704751253128052,POSITIVE,eddard stark,,-5.548224091529846,-0.045454545454545456
 And you served another King.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.667811155319214,POSITIVE,eddard stark,,-2.8804129362106323,-0.022222222222222223
  Without the King?,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.8856756687164307,NEGATIVE,eddard stark,,-5.766088604927063,-0.043478260869565216
" Winter may be coming, but I'm afraid the same cannot be said for my brother.",Renly Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,2.854332685470581,NEGATIVE,renly baratheon,,-7.146247148513794,-1.0
 His Grace has many cares. He entrusts some small matters to us that we might lighten the load.,Varys,e3-Lord Snow,season-01,Game-of-Thrones,2.5139920711517334,POSITIVE,varys,,7.4494065046310425,0.0
  We are the lords of small matters here.,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,2.9025216102600098,POSITIVE,petyr baelish,,14.244240134954453,0.2857142857142857
 My brother instructs us to stage a tournament in honor of Lord Stark's appointment as Hand of the King.,Renly Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,3.450547456741333,POSITIVE,renly baratheon,,-3.695699691772461,-0.3333333333333333
"  Mmm, how much?",Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,0.8156283497810364,NEGATIVE,petyr baelish,,13.428611785173416,0.2
" 40,000 gold dragons to the champion, 20,000 to the runner-up, 20,000 to the winning archer.",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.017786741256714,POSITIVE,eddard stark,,-2.748301863670349,-0.02127659574468085
"  I'll have to borrow it. The Lannisters will accommodate, I expect. We already owe Lord Tywin 3 million gold. What's another 80,000?",Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,2.2309794425964355,NEGATIVE,petyr baelish,,11.19763234257698,0.125
  Are you telling me the Crown is three million in debt?,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.699449300765991,NEGATIVE,eddard stark,,-5.44775116443634,-0.041666666666666664
 I'm telling you the Crown is six million in debt.,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,2.3348946571350098,NEGATIVE,petyr baelish,,8.86273768544197,0.058823529411764705
  How could you let this happen?,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.2364156246185303,NEGATIVE,eddard stark,,-8.68416678905487,-0.061224489795918366
  The Master of Coin finds the money. The King and the Hand spend it.,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,2.125765085220337,POSITIVE,petyr baelish,,10.988502770662308,0.1111111111111111
  I will not believe Jon Arryn allowed Robert to bankrupt the realm.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.0245347023010254,NEGATIVE,eddard stark,,-11.708701491355896,-0.08
" ""Counting coppers,"" he calls it.",Renly Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,1.160627007484436,NEGATIVE,renly baratheon,,-4.856326699256897,-0.5
  I'll speak to him tomorrow. This tournament is an extravagance we cannot afford.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.926692008972168,POSITIVE,eddard stark,,-7.782009482383728,-0.058823529411764705
"  As you will. But still, we'd best make our plans.",Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,1.8561888933181765,POSITIVE,petyr baelish,,12.844691663980484,0.15789473684210525
"  There will be no plans until I speak to Robert. Forgive me, my Lords. I had a long ride.",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.423462986946106,POSITIVE,eddard stark,,-6.358546495437622,-0.038461538461538464
" You are the King's Hand, Lord Stark, we serve at your pleasure.",Varys,e3-Lord Snow,season-01,Game-of-Thrones,3.655231952667236,POSITIVE,varys,,11.104638457298279,0.06666666666666667
  It's ugly.,Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,4.772405624389648,NEGATIVE,joffrey baratheon,,18.02736309170723,0.1111111111111111
"  I'm not like him. I didn't fight off anything. It bit me and all I did was scream. And the two Stark girls saw it, both of them.",Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,1.1754579544067385,POSITIVE,joffrey baratheon,,19.202821046113968,0.13513513513513514
 Do I have to marry her?,Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,2.350602865219116,NEGATIVE,joffrey baratheon,,16.85221818089485,0.10526315789473684
  I don't want to.,Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,4.068595409393311,NEGATIVE,joffrey baratheon,,12.783622771501541,0.07692307692307693
 We allow the northerners too much power. They consider themselves our equals.,Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,0.392028659582138,POSITIVE,joffrey baratheon,,13.17565143108368,0.1
"  I'd double their taxes and command them to supply 10,000 men to the royal army.",Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,0.6183751225471497,NEGATIVE,joffrey baratheon,,12.55727630853653,0.07317073170731707
"  Why should every lord command his own men? It's primitive, no better than the hill tribes. We should have a standing army of men loyal to the Crown, trained by experienced soldiers... Instead of a mob of peasants who've never held pikes in their lives.",Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,2.637866735458374,NEGATIVE,joffrey baratheon,,9.919409573078156,0.047619047619047616
" I'd crush them. Seize Winterfell and install someone loyal to the realm as Warden of the North. Uncle Kevan, maybe.",Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,2.758694887161255,NEGATIVE,joffrey baratheon,,7.160714685916901,0.023255813953488372
  For me. I'm their King.,Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,4.3001627922058105,POSITIVE,joffrey baratheon,,11.460877478122711,0.045454545454545456
  I'm not asking.,Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,2.252772331237793,NEGATIVE,joffrey baratheon,,9.208105146884918,0.022222222222222223
  So you agree... The Starks are enemies?,Joffrey Baratheon,e3-Lord Snow,season-01,Game-of-Thrones,1.852123737335205,POSITIVE,joffrey baratheon,,11.060228884220123,0.043478260869565216
  I'm practicing.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.726285696029663,POSITIVE,arya stark,,-34.769427329301834,-0.3793103448275862
  Practicing for what?,Sansa Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.4690868854522705,NEGATIVE,sansa stark,,-8.140690028667452,-0.14285714285714285
 The Prince.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.007868766784668,POSITIVE,arya stark,,-30.761558562517166,-0.3333333333333333
 He's a liar and a coward and he killed my friend.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.404564619064331,NEGATIVE,arya stark,,-34.1661231815815,-0.3548387096774194
 The Hound killed your friend.,Sansa Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.7567200660705566,NEGATIVE,sansa stark,,-10.897410094738008,-0.18181818181818182
 The Hound does whatever the Prince tells him to do.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,0.259636640548706,POSITIVE,arya stark,,-33.90648654103279,-0.3125
 You're an idiot.,Sansa Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.620727062225342,NEGATIVE,sansa stark,,-15.51813715696335,-0.21739130434782608
" You're a liar. And if you told the truth, Mycah would be alive.",Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.7637683153152466,NEGATIVE,arya stark,,-35.67025485634804,-0.3333333333333333
  What's happening here?,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,0.8886849284172058,NEGATIVE,eddard stark,,-7.247231423854828,-0.05660377358490566
"  Go to your room. We'll speak later. That's for you, love…",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.273212432861328,POSITIVE,eddard stark,,-2.9740189909934998,-0.037037037037037035
  The same dollmaker makes all of Princess Myrcella's toys. Don't you like it?,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.3534208536148071,NEGATIVE,eddard stark,,-4.327439844608307,-0.05454545454545454
 I haven't played with dolls since I was eight. May I be excused?,Sansa Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.508071184158325,NEGATIVE,sansa stark,,-18.026208341121674,-0.25
  It's all right. Go on.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.584203720092773,POSITIVE,eddard stark,,0.25676387548446655,-0.03571428571428571
 War was easier than daughters.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.6109607219696045,NEGATIVE,eddard stark,,-2.354196846485138,-0.05263157894736842
 Go away!,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,0.8509359955787659,NEGATIVE,arya stark,,-36.521190851926804,-0.35294117647058826
" Arya, open the door. May I come in? Whose sword is that?",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.638123273849488,NEGATIVE,eddard stark,,-4.992320120334626,-0.06896551724137931
  Mine.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.7317802906036377,POSITIVE,arya stark,,-32.789410561323166,-0.3142857142857143
  Give it to me. I know this maker's mark. This is Mikken's work. Where did you get this? This is no toy. Little ladies shouldn't play with swords.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.181914567947388,NEGATIVE,eddard stark,,-8.174234688282015,-0.0847457627118644
 I wasn't playing. And I don't want to be a lady.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.029963254928589,NEGATIVE,arya stark,,-35.819373816251755,-0.3333333333333333
  Come here. Now what do you want with this?,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.129828691482544,NEGATIVE,eddard stark,,-10.304063379764559,-0.1
  It's called Needle.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.645459771156311,NEGATIVE,arya stark,,-37.464833587408066,-0.35135135135135137
  A blade with a name. And who were you hoping to skewer with Needle? Your sister? Do you know the first thing about sword fighting?,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.1521451473236084,NEGATIVE,eddard stark,,-13.456208527088167,-0.11475409836065574
 Stick 'em with the pointy end.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,0.3447564542293548,POSITIVE,arya stark,,-37.12007713317871,-0.3157894736842105
 [laughs] That's the essence of it.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.666221618652344,POSITIVE,eddard stark,,-8.789986908435823,-0.0967741935483871
 I was trying to learn. I asked Mycah to practice with me. I asked him. It was my fault.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.027551651000977,NEGATIVE,arya stark,,-41.14762878417969,-0.3333333333333333
"  No, sweet girl. You didn't kill the butcher's boy.",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.057283639907837,NEGATIVE,eddard stark,,-10.84727054834366,-0.1111111111111111
" I hate them! I hate all of them. The Hound, the Queen and the King and Joffrey and Sansa.",Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.3661391735076904,NEGATIVE,arya stark,,-44.51376795768738,-0.35
  Sansa was dragged before the King and Queen... And asked to call the Prince a liar.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.280758857727051,NEGATIVE,eddard stark,,-14.128029406070711,-0.125
 So was I! He is a liar.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.340728759765625,NEGATIVE,arya stark,,-47.854496717453,-0.36585365853658536
" Darling, listen to me. Sansa will be married to Joffrey someday. She cannot betray him. She must take his side even when he's wrong.",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.10613226890564,POSITIVE,eddard stark,,-11.021897137165071,-0.1076923076923077
 But how you can let her marry someone like that?,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.775229930877685,NEGATIVE,arya stark,,-50.62972664833069,-0.38095238095238093
 Well… Look at me. You're a Stark of Winterfell. You know our words.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.361741304397583,POSITIVE,eddard stark,,-7.660155832767488,-0.09090909090909091
 Winter is coming.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.673603773117065,POSITIVE,arya stark,,-47.95612287521362,-0.3488372093023256
" You were born in the long summer. You've never known anything else. But now winter is truly coming. And in the winter, we must protect ourselves, look after one another. Sansa is your sister.",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.893927574157715,POSITIVE,eddard stark,,-4.7662282586097735,-0.07462686567164178
 I don't hate her. Not really.,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.5663665533065796,POSITIVE,arya stark,,-46.38975632190704,-0.3181818181818182
" I don't want to frighten you, but I won't lie to you either. We've come to a dangerous place. We cannot fight a war amongst ourselves. All right? Go on. It's yours.",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.200930595397949,POSITIVE,eddard stark,,-1.5652976632118243,-0.058823529411764705
 I can keep it?,Arya Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.1138691902160645,POSITIVE,arya stark,,-45.27588713169098,-0.28888888888888886
"  Try not to stab your sister with it. If you're going to own a sword, you'd better know how to use it.",Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.238781690597534,NEGATIVE,eddard stark,,-4.8040793538093585,-0.07246376811594203
  Don't listen to it. Crows are all liars. I know a story about a crow.,Old Nan,e3-Lord Snow,season-01,Game-of-Thrones,2.14699649810791,NEGATIVE,old nan,,-2.14699649810791,-1.0
  I hate your stories.,Bran Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.469064235687256,NEGATIVE,bran stark,,-8.575906455516815,-0.1111111111111111
  I know a story about a boy who hated stories. I could tell you about Ser Duncan the Tall. Those were always your favorites.,Old Nan,e3-Lord Snow,season-01,Game-of-Thrones,2.9005239009857178,POSITIVE,old nan,,0.7535274028778076,0.0
 Those weren't my favorites. My favorites were the scary ones.,Bran Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.2455123662948608,NEGATIVE,bran stark,,-9.821418821811676,-0.2
" Oh, my sweet summer child. What do you know about fear? Fear is for the winter, when the snows fall a hundred feet deep. Fear is for the long night, when the sun hides for years and children are born and live and die all in darkness. That is the time for fear, my little Lord, when the White Walkers move through the woods. Thousands of years ago there came a night that lasted a generation. Kings froze to death in their castles, same as the shepherds in their huts. And women smothered their babies rather than see them starve, and wept and felt the tears freeze on their cheeks. So is this the sort of story that you like? In that darkness, the White Walkers came for the first time. They swept through cities and kingdoms, riding their dead horses, hunting with their packs of pale spiders big as hounds…",Old Nan,e3-Lord Snow,season-01,Game-of-Thrones,0.1545755267143249,POSITIVE,old nan,,0.9081029295921326,0.3333333333333333
  What are you telling him now?,Robb Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.5124361515045166,NEGATIVE,robb stark,,-7.463784836232662,-0.2222222222222222
 Only what the little Lord wants to hear.,Old Nan,e3-Lord Snow,season-01,Game-of-Thrones,2.008516788482666,NEGATIVE,old nan,,-1.1004138588905334,0.0
  Get your supper. I want some time with him. One time she told me the sky is blue because we live inside the eye of a blue-eyed giant named Macumber.,Robb Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.3599141836166382,POSITIVE,robb stark,,-6.103870652616024,-0.15789473684210525
  Maybe we do.,Bran Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.5824882984161377,POSITIVE,bran stark,,-7.238930523395538,-0.09090909090909091
"  How do you feel? You still don't remember anything? I've seen you climb a thousand times. In the wind, in the rain... A thousand times. You never fall.",Robb Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.946473360061645,POSITIVE,robb stark,,-3.157397292554379,-0.1
"  I did though. It's true, isn't it... what Maester Luwin says about my legs? I'd rather be dead.",Bran Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.5034635066986084,NEGATIVE,bran stark,,-8.742394030094147,-0.16666666666666666
 Don't ever say that.,Robb Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.1656858921051025,NEGATIVE,robb stark,,-6.323083184659481,-0.14285714285714285
 I'd rather be dead.,Bran Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.4446187019348145,NEGATIVE,bran stark,,-12.187012732028961,-0.23076923076923078
  It's nine years since I've set foot in the capital. And no one knew who I was the last time I came either.,Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.3962409496307373,NEGATIVE,catelyn stark,,-32.42018261551857,-0.29411764705882354
  I would. We've done nothing wrong.,Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.8449342250823975,POSITIVE,catelyn stark,,-28.575248390436172,-0.2571428571428571
" Instructed? I don't know who's providing your instructions, but...",Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.062562942504883,NEGATIVE,catelyn stark,,-31.637811332941055,-0.2777777777777778
  Cat! Go on. Go upstairs. (to his whores),Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,1.9770952463150024,NEGATIVE,petyr baelish,,10.867596417665482,0.1
  You little worm! You take me for some back-alley Sally you can drag into a…,Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.6792774200439453,NEGATIVE,catelyn stark,,-34.317088752985,-0.2972972972972973
 I meant no disrespect to you of all people.,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,0.2616457641124725,NEGATIVE,petyr baelish,,10.605950653553009,0.047619047619047616
  How dare you bring me here! Have you lost your mind?,Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.03907585144043,NEGATIVE,catelyn stark,,-38.35616460442543,-0.3157894736842105
  No one will come looking for you here. Isn't that what like you wanted? I'm truly sorry... about the locale.,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,4.292403697967529,NEGATIVE,petyr baelish,,6.31354695558548,0.0
  How did you know I was coming to King's Landing?,Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,3.1257848739624023,NEGATIVE,catelyn stark,,-41.48194947838783,-0.3333333333333333
 A dear friend told me.,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,3.7791495323181152,POSITIVE,petyr baelish,,10.092696487903595,0.043478260869565216
  Lady Stark.,Varys,e3-Lord Snow,season-01,Game-of-Thrones,0.6961348056793213,POSITIVE,varys,,11.8007732629776,0.125
  Lord Varys.,Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.239611029624939,POSITIVE,catelyn stark,,-40.242338448762894,-0.3
  To see you again after so many years is a blessing. Your poor hands.,Varys,e3-Lord Snow,season-01,Game-of-Thrones,3.299509048461914,POSITIVE,varys,,15.100282311439514,0.17647058823529413
 How did you know I was coming?,Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.631775617599488,NEGATIVE,catelyn stark,,-42.87411406636238,-0.3170731707317073
"  Knowledge is my trade, my Lady. Did you bring the dagger with you, by any chance? My little birds are everywhere. Even in the north. They whisper to me the strangest stories. Valyrian steel.",Varys,e3-Lord Snow,season-01,Game-of-Thrones,2.973703145980835,POSITIVE,varys,,18.07398545742035,0.2222222222222222
  Do you know whose dagger this is?,Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.8167083263397217,NEGATIVE,catelyn stark,,-45.6908223927021,-0.3333333333333333
  I must admit I do not.,Varys,e3-Lord Snow,season-01,Game-of-Thrones,1.2665079832077026,NEGATIVE,varys,,16.807477474212646,0.15789473684210525
"  Well well, this is an historic day. Something you don't know that I do. There's only one dagger like this in all of the Seven Kingdoms. It's mine.",Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,3.4091737270355225,POSITIVE,petyr baelish,,13.501870214939117,0.08333333333333333
  Yours?,Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,1.2334104776382446,NEGATIVE,catelyn stark,,-46.92423287034035,-0.3488372093023256
" At least it was, until the tournament on Prince Joffrey's last nameday. I bet on Ser Jaime in the jousting, as any sane man would. When the Knight of the Flowers unseated him, I lost this dagger.",Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,3.261052370071411,NEGATIVE,petyr baelish,,10.240817844867706,0.04
 To whom?,Catelyn Stark,e3-Lord Snow,season-01,Game-of-Thrones,2.168004274368286,NEGATIVE,catelyn stark,,-49.09223714470863,-0.36363636363636365
  Tyrion Lannister. The Imp.,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,0.5709043145179749,POSITIVE,petyr baelish,,10.811722159385681,0.07692307692307693
" If that were a real sword, you'd be dead. Lord Snow here grew up in a castle spitting down on the likes of you. Pyp. Do you think Ned Stark's bastard bleeds like the rest of us?",Alliser Thorne,e3-Lord Snow,season-01,Game-of-Thrones,3.024660348892212,NEGATIVE,alliser thorne,,-3.024660348892212,-1.0
 Next!,Alliser Thorne,e3-Lord Snow,season-01,Game-of-Thrones,3.5033175945281982,POSITIVE,alliser thorne,,0.47865724563598633,0.0
 Next!,Alliser Thorne,e3-Lord Snow,season-01,Game-of-Thrones,3.5033175945281982,POSITIVE,alliser thorne,,3.9819748401641846,0.3333333333333333
" Lord Snow, it appears you're the least useless person here. Go clean yourselves up. There's only so much I can stomach in a day.",Alliser Thorne,e3-Lord Snow,season-01,Game-of-Thrones,4.174916744232178,NEGATIVE,alliser thorne,,-0.19294190406799316,0.0
 A charming man.,Tyrion Lannister,e3-Lord Snow,season-01,Game-of-Thrones,4.672078609466553,POSITIVE,tyrion lannister,,-2.363920271396637,-0.0625
 I don't need him to be charming. I need him to turn this bunch of thieves and runaways into men of the Night's Watch.,Jeor Mormont,e3-Lord Snow,season-01,Game-of-Thrones,0.2028280794620514,NEGATIVE,jeor mormont,,-8.617756754159927,-0.7142857142857143
" And how's that going, Commander Mormont?",Tyrion Lannister,e3-Lord Snow,season-01,Game-of-Thrones,3.2633097171783447,NEGATIVE,tyrion lannister,,-5.627229988574982,-0.09090909090909091
 Slowly. A raven came for Ned Stark's son.,Jeor Mormont,e3-Lord Snow,season-01,Game-of-Thrones,1.0150485038757324,POSITIVE,jeor mormont,,-7.602708250284195,-0.5
 Good news or bad?,Tyrion Lannister,e3-Lord Snow,season-01,Game-of-Thrones,2.6675596237182617,POSITIVE,tyrion lannister,,-2.95967036485672,-0.058823529411764705
 Both.,Jeor Mormont,e3-Lord Snow,season-01,Game-of-Thrones,2.9794762134552,POSITIVE,jeor mormont,,-4.623232036828995,-0.3333333333333333
  Good news? Perhaps you'd like to share it with your wife?,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,4.07852840423584,POSITIVE,petyr baelish,,14.890250563621521,0.1111111111111111
  My wife is in Winterfell.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,0.5329673290252686,POSITIVE,eddard stark,,-4.27111202478409,-0.05714285714285714
  Is she?,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,2.3554165363311768,NEGATIVE,petyr baelish,,12.534834027290344,0.07142857142857142
  I thought that she'd be safest in here. One of several such establishments I own.,Petyr Baelish,e3-Lord Snow,season-01,Game-of-Thrones,2.3836748600006104,NEGATIVE,petyr baelish,,10.151159167289734,0.034482758620689655
 You're a funny man. A very funny man.,Eddard Stark,e3-Lord Snow,season-01,Game-of-Thrones,4.62666654586792,POSITIVE,eddard stark,,0.35555452108383,-0.04225352112676056
