Text,Speaker,Episode,Season,Show,sentiment_score,sentiment_label,mapped,bracket
" You're perfect, aren't you?",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,4.726978302001953,POSITIVE,cersei lannister,
 Praying.,SANSA,e9-Blackwater,season-02,Game-of-Thrones,2.918207883834839,NEGATIVE,sansa stark,
 What are you praying for?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.386054992675781,NEGATIVE,cersei lannister,
 For the gods to have mercy on us all.,SANSA,e9-Blackwater,season-02,Game-of-Thrones,1.4084937572479248,POSITIVE,sansa stark,
 Oh. On all of us?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,1.3070037364959717,POSITIVE,cersei lannister,
" Yes, Your Grace.",SANSA,e9-Blackwater,season-02,Game-of-Thrones,4.514303207397461,POSITIVE,sansa stark,
 Even me?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,1.7590090036392212,NEGATIVE,cersei lannister,
" Of course, Your Grace.",SANSA,e9-Blackwater,season-02,Game-of-Thrones,4.430324077606201,POSITIVE,sansa stark,
 Even Joffrey?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.080146551132202,NEGATIVE,cersei lannister,
 Joffrey is my,SANSA,e9-Blackwater,season-02,Game-of-Thrones,3.279442548751831,POSITIVE,sansa stark,
" Oh, shut up, you little fool. Praying to the gods to have mercy on us all. The gods have no mercy. That's why they're gods. My father told me that when he caught me praying. My mother had just died, you see. I didn't really understand the concept of death, the finality of it. I thought that if I prayed very, very hard, the gods would return my mother to me. I was four.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.5304415225982666,NEGATIVE,cersei lannister,
 Your father doesn't believe in the gods?,SANSA,e9-Blackwater,season-02,Game-of-Thrones,3.3907623291015625,NEGATIVE,sansa stark,
" He believes in them, he just doesn't like them very much.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.3559775352478027,NEGATIVE,cersei lannister,
 One for her.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.1542856693267822,POSITIVE,cersei lannister,
 Here. Sit. Drink.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,0.887904167175293,POSITIVE,cersei lannister,
"  Not like that. Drink, girl.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,1.7955434322357178,NEGATIVE,cersei lannister,
 I should have been born a man. I'd rather face a thousand swords than be shut up inside with this flock of frightened hens.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.681604623794556,NEGATIVE,cersei lannister,
 They are your guests under your protection. You asked them here.,SANSA,e9-Blackwater,season-02,Game-of-Thrones,1.7020320892333984,POSITIVE,sansa stark,
"  It was expected of me, as it will be of you if you ever become Joffrey's queen. If my wretched brother should somehow prevail, these hens will return to their cocks and crow of how my courage inspired them, lifted their spirits.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,1.5325599908828735,POSITIVE,cersei lannister,
 And if the city should fall?,SANSA,e9-Blackwater,season-02,Game-of-Thrones,3.798222541809082,NEGATIVE,sansa stark,
" You'd like that, wouldn't you? The Red Keep should hold for a time, long enough for me to go to the walls and yield to Lord Stannis in person. If it were anyone else outside those gates, I might have hoped for a private audience, but this is Stannis Baratheon. I'd have a better chance of seducing his horse.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.3929693698883057,NEGATIVE,cersei lannister,
" Have I shocked you, little dove? Tears aren't a woman's only weapon. The best one's between your legs. Learn how to use it. Drink.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.977290391921997,POSITIVE,cersei lannister,
" Do you have any notion of what happens when a city is sacked? No, you wouldn't, would you? If the city falls, these fine women should be in for a bit of a rape. Half of them will have bastards in their bellies come the morning. You'll be glad of your red flower then. When a man's blood is up, anything with tits looks good. A precious thing like you will look very, very good. A slice of cake just waiting to be eaten.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.9188451766967773,POSITIVE,cersei lannister,
" He's a serious man, Stannis Baratheon.",TYRION,e9-Blackwater,season-02,Game-of-Thrones,3.7981514930725098,POSITIVE,tyrion lannister,
 They're coming. They're coming ashore.,JOFFREY,e9-Blackwater,season-02,Game-of-Thrones,2.0994153022766118,POSITIVE,joffrey baratheon,
 Rain fire on them.,TYRION,e9-Blackwater,season-02,Game-of-Thrones,2.568641901016236,POSITIVE,tyrion lannister,
 There are too many.,JOFFREY,e9-Blackwater,season-02,Game-of-Thrones,3.988924264907837,NEGATIVE,joffrey baratheon,
" Hound, form a welcome party for any Baratheon troop that manages to touch solid ground. Pod, run to the King's Gate. Bring any men guarding it here, now.",TYRION,e9-Blackwater,season-02,Game-of-Thrones,3.9494495391845694,POSITIVE,tyrion lannister,
" Yes, my lord.",PODRICK,e9-Blackwater,season-02,Game-of-Thrones,4.114112854003906,POSITIVE,podrick,
 Nock! Draw!,SOLDIER,e9-Blackwater,season-02,Game-of-Thrones,1.6077865362167358,NEGATIVE,soldier,
 You were Robert's queen.,SANSA,e9-Blackwater,season-02,Game-of-Thrones,3.593950033187866,POSITIVE,sansa stark,
 And you will be Joffrey's. Enjoy. I don't think I know this one.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.863647222518921,POSITIVE,cersei lannister,
 Pretty.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,4.408792495727539,POSITIVE,cersei lannister,
" That's the worst curtsy I've ever seen. Here, it's not difficult. I mastered it when I was four. Straighten your back and bend.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,0.8494932055473328,POSITIVE,cersei lannister,
 Better. You learn fast. How long have you been in Lady Sansa's service?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,0.5718885660171509,POSITIVE,cersei lannister,
" A few weeks, Your Grace.",SHAE,e9-Blackwater,season-02,Game-of-Thrones,3.378328323364258,POSITIVE,shae,
 When did you leave Lorath?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.182541847229004,NEGATIVE,cersei lannister,
 I had a Lorathi handmaiden once.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,0.6854037046432495,NEGATIVE,cersei lannister,
 (smiles),SHAE,e9-Blackwater,season-02,Game-of-Thrones,4.562867164611816,POSITIVE,shae,
 But she was a nobleman's daughter. You're not. When did you come to Westeros?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.3933024406433105,NEGATIVE,cersei lannister,
" Ten years ago, Your Grace.",SHAE,e9-Blackwater,season-02,Game-of-Thrones,3.6247074604034415,POSITIVE,shae,
" From Lorathi commoner to the Red Keep in 10 years, all without learning how to curtsy. I imagine that's a very interesting story. What's your name?",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.7549843788146973,POSITIVE,cersei lannister,
" Shae, Your Grace.",SHAE,e9-Blackwater,season-02,Game-of-Thrones,2.338704824447632,POSITIVE,shae,
" Tell us a story, Shae.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.001356601715088,POSITIVE,cersei lannister,
" When I was 13, I",SHAE,e9-Blackwater,season-02,Game-of-Thrones,1.686354398727417,POSITIVE,shae,
 Your Grace!,LANCEL,e9-Blackwater,season-02,Game-of-Thrones,4.562605857849121,POSITIVE,lancel lannister,
 What news?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,1.3369297981262207,NEGATIVE,cersei lannister,
" The Imp has set the river afire. Hundreds of ships are burning, maybe more. Stannis' fleet destroyed, but But But his troops have landed outside the city walls.",LANCEL,e9-Blackwater,season-02,Game-of-Thrones,1.7943463325500488,NEGATIVE,lancel lannister,
 Where is Joffrey?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.9414093494415283,NEGATIVE,cersei lannister,
 On the battlements with Lord Tyrion.,LANCEL,e9-Blackwater,season-02,Game-of-Thrones,1.7430100440979004,POSITIVE,lancel lannister,
 Bring him back inside at once.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.546532392501831,POSITIVE,cersei lannister,
 Your Grace,LANCEL,e9-Blackwater,season-02,Game-of-Thrones,4.528598308563232,POSITIVE,lancel lannister,
 What?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.787653684616089,NEGATIVE,cersei lannister,
 The king's presence is good for morale.,LANCEL,e9-Blackwater,season-02,Game-of-Thrones,3.7107412815094,POSITIVE,lancel lannister,
 Bring him back to his chambers now.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.6239917278289795,POSITIVE,cersei lannister,
 Not here?,LANCEL,e9-Blackwater,season-02,Game-of-Thrones,2.9247171878814697,NEGATIVE,lancel lannister,
 With the women and children? Do you want him to be mocked as a coward for the rest of his life?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.534803867340088,NEGATIVE,cersei lannister,
" No, but I",LANCEL,e9-Blackwater,season-02,Game-of-Thrones,1.5369454622268677,NEGATIVE,lancel lannister,
 Now!,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.8451688289642334,POSITIVE,cersei lannister,
" When I told you about Ser llyn earlier, I lied. Do you want to hear the truth? You want to know why he's really here? He's here for us. Stannis may take the city, he may take the throne, but he will not take us alive.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.242288827896118,NEGATIVE,cersei lannister,
" Can I get you some iced milk and a nice bowl of raspberries, too?",TYRION,e9-Blackwater,season-02,Game-of-Thrones,0.7064011096954346,POSITIVE,tyrion lannister,
 You're on the wrong side of the wall.,TYRION,e9-Blackwater,season-02,Game-of-Thrones,4.207417011260986,NEGATIVE,tyrion lannister,
" Dog, I command you to go back out there and fight.",JOFFREY,e9-Blackwater,season-02,Game-of-Thrones,0.5537055134773254,NEGATIVE,joffrey baratheon,
" You're Kingsguard, Clegane. You must beat them back or they're going to take this city. Your king's city.",TYRION,e9-Blackwater,season-02,Game-of-Thrones,1.3391392230987549,POSITIVE,tyrion lannister,
" Your Grace, the queen has sent me to bring you back to the Red Keep.",LANCEL,e9-Blackwater,season-02,Game-of-Thrones,3.128670454025269,POSITIVE,lancel lannister,
" If you won't defend your own city, why should they?",TYRION,e9-Blackwater,season-02,Game-of-Thrones,3.856182336807251,NEGATIVE,tyrion lannister,
 What would you have me do?,JOFFREY,e9-Blackwater,season-02,Game-of-Thrones,2.679412603378296,NEGATIVE,joffrey baratheon,
 Lead. Get down there and lead your people against the invaders who want to kill them.,TYRION,e9-Blackwater,season-02,Game-of-Thrones,0.3384880423545837,POSITIVE,tyrion lannister,
 What did my mother say exactly? Did she have urgent business with me?,JOFFREY,e9-Blackwater,season-02,Game-of-Thrones,3.682950735092163,NEGATIVE,joffrey baratheon,
" She did not say, Your Grace.",LANCEL,e9-Blackwater,season-02,Game-of-Thrones,0.4834173619747162,NEGATIVE,lancel lannister,
" Ser Boros, Ser Mandon, stay with my uncle and represent the king on the field of battle.",JOFFREY,e9-Blackwater,season-02,Game-of-Thrones,2.821184635162353,POSITIVE,joffrey baratheon,
 (nods),MANDON,e9-Blackwater,season-02,Game-of-Thrones,3.537330389022827,POSITIVE,mandon,
 I'll lead the attack. I'll lead the attack!,TYRION,e9-Blackwater,season-02,Game-of-Thrones,4.165227890014648,POSITIVE,tyrion lannister,
" Pod, my helmet. Ser Mandon, you will bear the king's banner. Men, form up. Men Men! They say I'm half a man. But what does that make the lot of you?",TYRION,e9-Blackwater,season-02,Game-of-Thrones,1.2269258499145508,POSITIVE,tyrion lannister,
 There's another way out. I'm going to show you. We'll come out behind them and fuck them in their arses.,TYRION,e9-Blackwater,season-02,Game-of-Thrones,1.632996916770935,NEGATIVE,tyrion lannister,
" Don't fight for your king and don't fight for his kingdoms. Don't fight for honor. Don't fight for glory. Don't fight for riches, because you won't get any. This is your city Stannis means to sack. That's your gate he's ramming. If he gets in, it will be your houses he burns, your gold he steals, your women he will rape.",TYRION,e9-Blackwater,season-02,Game-of-Thrones,2.526078462600708,NEGATIVE,tyrion lannister,
 Those are brave men knocking at our door. Let's go kill them.,TYRION,e9-Blackwater,season-02,Game-of-Thrones,1.9264254570007324,POSITIVE,tyrion lannister,
" The battle is lost, Your Grace. Stannis' troops are at the gates. When the gold cloaks saw the king leaving, they lost all heart.",LANCEL,e9-Blackwater,season-02,Game-of-Thrones,3.377549648284912,NEGATIVE,lancel lannister,
 Where is my son?,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.9155473709106445,NEGATIVE,cersei lannister,
 I want to escort him back to the battle.,LANCEL,e9-Blackwater,season-02,Game-of-Thrones,2.145183801651001,POSITIVE,lancel lannister,
 Why do I care what you want?  Bring me,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,1.4410171508789062,POSITIVE,cersei lannister,
 Now listen to me,LANCEL,e9-Blackwater,season-02,Game-of-Thrones,3.3157708644866943,POSITIVE,lancel lannister,
"  Don't be afraid. The queen has raised the drawbridge. This is the safest place we can be. Joffrey's not hurt. He's fighting bravely. His knights have rallied behind him. They will save the city. Shall we sing a hymn? Gentle mother, fount of mercy...",SANSA,e9-Blackwater,season-02,Game-of-Thrones,3.739047527313232,POSITIVE,sansa stark,
 You must go. Run to your chamber and bar your door. Stannis won't hurt you. This one will.,SHAE,e9-Blackwater,season-02,Game-of-Thrones,3.03403902053833,POSITIVE,shae,
 Come with me.,SANSA,e9-Blackwater,season-02,Game-of-Thrones,2.336146593093872,POSITIVE,sansa stark,
 I need to say goodbye to someone.,SHAE,e9-Blackwater,season-02,Game-of-Thrones,2.964193344116211,NEGATIVE,shae,
 The queen said they'd rape everyone.,SANSA,e9-Blackwater,season-02,Game-of-Thrones,3.2563602924346924,NEGATIVE,sansa stark,
 No one is raping me.,SHAE,e9-Blackwater,season-02,Game-of-Thrones,1.2279456853866575,NEGATIVE,shae,
 Go. Run.,SHAE,e9-Blackwater,season-02,Game-of-Thrones,2.921416997909546,NEGATIVE,shae,
 What are you doing here?,SANSA,e9-Blackwater,season-02,Game-of-Thrones,1.9287859201431277,NEGATIVE,sansa stark,
  Where?,SANSA,e9-Blackwater,season-02,Game-of-Thrones,2.709522247314453,NEGATIVE,sansa stark,
 What about the king?,SANSA,e9-Blackwater,season-02,Game-of-Thrones,2.431511640548706,NEGATIVE,sansa stark,
 I'll be safe here. Stannis won't hurt me.,SANSA,e9-Blackwater,season-02,Game-of-Thrones,3.605822324752808,POSITIVE,sansa stark,
 You won't hurt me.,SANSA,e9-Blackwater,season-02,Game-of-Thrones,4.1052446365356445,POSITIVE,sansa stark,
 Attack!,TYRION,e9-Blackwater,season-02,Game-of-Thrones,2.926576375961304,NEGATIVE,tyrion lannister,
" Oh, fuck me.",TYRION,e9-Blackwater,season-02,Game-of-Thrones,2.317641496658325,NEGATIVE,tyrion lannister,
" Shh! Be calm, my sweet.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,1.0090548992156982,POSITIVE,cersei lannister,
 They're still fighting.,TOMMEN,e9-Blackwater,season-02,Game-of-Thrones,1.4993377923965454,NEGATIVE,tommen,
 No one's going to hurt you. I'll tell you a story. You know the one about the mother lion and her little cub? They lived in the woods.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.646169424057007,POSITIVE,cersei lannister,
 The Kingswood?,TOMMEN,e9-Blackwater,season-02,Game-of-Thrones,2.2796263694763184,NEGATIVE,tommen,
" Yes, my love. In the Kingswood, there lived a mother and her cub. She loved him very much. But there were other things that lived in the woods. Evil things.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,0.734807014465332,POSITIVE,cersei lannister,
 Like what?,TOMMEN,e9-Blackwater,season-02,Game-of-Thrones,0.4093798398971557,POSITIVE,tommen,
 Like stags.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.7389004230499268,NEGATIVE,cersei lannister,
 Stags aren't evil. They only eat grass.,TOMMEN,e9-Blackwater,season-02,Game-of-Thrones,1.850099205970764,POSITIVE,tommen,
 And wolves.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,0.1071419045329094,POSITIVE,cersei lannister,
 My lord.,PODRICK,e9-Blackwater,season-02,Game-of-Thrones,2.2671477794647217,POSITIVE,podrick,
" ""For one day, all the beasts will bow to you. ""You will be king. ""All the stags will bow. All the wolves will bow. ""The bears in the north and the foxes of the south, ""all the birds in the sky and the beasts in the sea, ""they will all come to you, little lion, ""to rest a crown upon your head.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.332073211669922,POSITIVE,cersei lannister,
" "" And the cub said, ""Will I be strong and fierce like my father?""",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,3.3934590816497803,POSITIVE,cersei lannister,
" ""Yes,"" said his mother. ""You will be strong and fierce just like your father.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,4.503198146820068,POSITIVE,cersei lannister,
" "" I will keep you safe, my love. I promise you.",CERSEI,e9-Blackwater,season-02,Game-of-Thrones,4.48095178604126,POSITIVE,cersei lannister,
 Father.,CERSEI,e9-Blackwater,season-02,Game-of-Thrones,2.833195686340332,POSITIVE,cersei lannister,
 The battle is over. We have won.,TYWIN,e9-Blackwater,season-02,Game-of-Thrones,3.69381594657898,POSITIVE,tywin lannister,
 (cries),CERSEI,e9-Blackwater,season-02,Game-of-Thrones,1.058340311050415,NEGATIVE,cersei lannister,
 ( Panting and breathing heavily. ),SAM,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.8551056385040283,NEGATIVE,samwell tarly,
 Brother?,SAM,e1-Valar Dohaeris,season-03,Game-of-Thrones,0.8241894245147705,NEGATIVE,samwell tarly,
 Did you send the ravens?,JEOR,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.967258214950561,NEGATIVE,jeor mormont,
" Tarly, look at me. Did you send the ravens?",JEOR,e1-Valar Dohaeris,season-03,Game-of-Thrones,0.4354659616947174,POSITIVE,jeor mormont,
 (Shakes his head.),SAM,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.633176803588867,NEGATIVE,samwell tarly,
" That was your job. Your only job. We need to get back to the Wall. It's a long march. We know what's out there, but we have to make it, have to warn them or before winter's done, everyone you've ever known will be dead.",JEOR,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.533661365509033,NEGATIVE,jeor mormont,
" First time you've seen a giant, Jon Snow?",YGRITTE,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.6650021076202397,POSITIVE,ygritte,
  (Nods),JON,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.537330389022827,POSITIVE,jon snow,
" Well, don't stare too long. They're shy. When they stop being shy, they get angry. And when they're angry, I've seen them pound a man straight into the ground like a hammer on a nail.",YGRITTE,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.1814043521881104,NEGATIVE,ygritte,
 You're wearing the wrong color.,YGRITTE,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.88887095451355,NEGATIVE,ygritte,
 Mance was a ranger.,JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.133005857467652,POSITIVE,jon snow,
" In your hearts, all you crows want to fly free.",YGRITTE,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.0139105319976807,POSITIVE,ygritte,
" When I'm free, will I be free to go?",JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,1.1493151187896729,POSITIVE,jon snow,
" Sure, you will.",YGRITTE,e1-Valar Dohaeris,season-03,Game-of-Thrones,4.519515037536621,POSITIVE,ygritte,
" And I'll be free to kill you. Got no respect, this lot. Got no fathers to slap 'em when they're foul.",YGRITTE,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.22330379486084,NEGATIVE,ygritte,
 What happened to their fathers?,JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.6877386569976807,NEGATIVE,jon snow,
" Some of them were killed by crows like you. Don't look so grim, Jon Snow. If Mance Rayder likes you, you'll live another day. And if he don't...",YGRITTE,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.5115163326263428,NEGATIVE,ygritte,
 I smell a crow.,TORMUND,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.518995523452759,NEGATIVE,tormund,
 We killed his friends. Thought you'd want to question this one.,LORD OF BONES,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.413520574569702,NEGATIVE,lord of bones,
 What do we want with a baby crow?,TORMUND,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.9757583141326904,NEGATIVE,tormund,
 This baby killed Qhorin Halfhand. He wants to be one of us.,YGRITTE,e1-Valar Dohaeris,season-03,Game-of-Thrones,0.3251031339168548,NEGATIVE,ygritte,
 That half-handed cunt killed friends of mine. Friends twice your size.,TORMUND,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.02594256401062,NEGATIVE,tormund,
 My father told me big men fall just as quick as little ones if you put a sword through their hearts.,JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,0.1210676357150077,NEGATIVE,jon snow,
" Plenty of little men tried to put their swords through my heart. And there's plenty of little skeletons buried in the woods. What's your name, boy?",TORMUND,e1-Valar Dohaeris,season-03,Game-of-Thrones,1.3656337261199951,NEGATIVE,tormund,
 Jon Snow.,JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.6404449939727783,POSITIVE,jon snow,
 Your Grace.,JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,4.572968482971191,POSITIVE,jon snow,
 Your Grace?,TORMUND,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.1787478923797607,POSITIVE,tormund,
" Stand, boy. We don't kneel for anyone beyond the Wall.",MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.1603071689605717,POSITIVE,mance,
" So, you're Ned Stark's bastard. Thank you for the gift, Lord of Bones. You can leave us.",MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,4.07614803314209,POSITIVE,mance,
" The girl likes you. You like her back, Snow? That why you want to join us?",MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.8316047191619873,POSITIVE,mance,
" Don't panic, boy. This isn't the damned Night's Watch where we make you swear off girls.",TORMUND,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.142601490020752,NEGATIVE,tormund,
 This chicken eater you thought was king is Tormund Giantsbane.,MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,1.9013530015945437,NEGATIVE,mance,
  Can't believe this pup killed the Halfhand.,TORMUND,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.868934392929077,NEGATIVE,tormund,
 He was our enemy and I'm glad he's dead.,MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,1.4874236583709717,POSITIVE,mance,
 He was my brother once. Back when he had a whole hand. What were you doing with him?,MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.0698390007019043,NEGATIVE,mance,
 The Lord Commander sent me to the Halfhand for seasoning.,JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.991962432861328,NEGATIVE,jon snow,
 Why?,MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.18596625328064,NEGATIVE,mance,
 He wants me to lead one day.,JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.424381971359253,POSITIVE,jon snow,
" But here you are, a traitor kneeling before the King-beyond-the-Wall.",MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,1.745264768600464,NEGATIVE,mance,
"  If I'm a traitor, then you are, too.",JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,0.1116725131869316,NEGATIVE,jon snow,
" Why do you want to join us, Jon Snow?",MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,1.2638225555419922,POSITIVE,mance,
 (Hesitates.) I want to be free.,JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.584998369216919,NEGATIVE,jon snow,
" No, I don't think so. I think what you want most of all is to be a hero. I'll ask you one last time ... why do you want to join us?",MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.3681442737579346,POSITIVE,mance,
 We stopped at Craster's Keep on the way north. I saw...,JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.611279964447021,POSITIVE,jon snow,
 You saw what?,MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,0.1928217411041259,NEGATIVE,mance,
 I saw Craster take his own baby boy and leave it in the woods. I saw what took it.,JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,1.5280476808547974,POSITIVE,jon snow,
 You're telling me you saw one of them? And why would that make you desert your brothers?,MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.710587739944458,NEGATIVE,mance,
" Because when I told the Lord Commander, he already knew. Thousands of years ago, the First Men battled the White Walkers and defeated them. I want to fight for the side that fights for the living. Did I come to the right place?",JON SNOW,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.009352207183838,NEGATIVE,jon snow,
 We'll need to find you a new cloak.,MANCE,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.3660976886749268,NEGATIVE,mance,
 What if you took off that bit there?,BRONN,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.0294110774993896,NEGATIVE,bronn,
" Trouble is, I've never had much imagination.",BRONN,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.4531095027923584,NEGATIVE,bronn,
 Ser Bronn. Ser Bronn.,PODRICK,e1-Valar Dohaeris,season-03,Game-of-Thrones,0.8124257326126099,POSITIVE,podrick,
 I didn't hear that.,BRONN,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.130056142807007,NEGATIVE,bronn,
" Apologies, ser.",PODRICK,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.7505524158477783,NEGATIVE,podrick,
 Back away. Keep backing away till you're outside this establishment. Then back away some more.,BRONN,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.659310340881348,NEGATIVE,bronn,
 Lord Tyrion sent me.,PODRICK,e1-Valar Dohaeris,season-03,Game-of-Thrones,0.8101217746734619,POSITIVE,podrick,
" I will murder you, boy.",BRONN,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.552210807800293,NEGATIVE,bronn,
 He said it was a matter of life and death.,PODRICK,e1-Valar Dohaeris,season-03,Game-of-Thrones,1.090227723121643,NEGATIVE,podrick,
 Pod?,TYRION,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.705875396728516,NEGATIVE,tyrion lannister,
 Cersei: It's your sister. The queen.,CERSEI,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.752985000610352,POSITIVE,cersei lannister,
 What are they doing here?,TYRION,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.6820521354675293,NEGATIVE,tyrion lannister,
" Protecting me, I assume. Will you let me in?",CERSEI,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.302161455154419,POSITIVE,cersei lannister,
" No, I don't think so.",TYRION,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.933595895767212,NEGATIVE,tyrion lannister,
" If I wanted to kill you, do you think I'd let a wooden door stop me?",CERSEI,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.474494218826294,NEGATIVE,cersei lannister,
 They stay outside.,TYRION,e1-Valar Dohaeris,season-03,Game-of-Thrones,0.3594204187393188,POSITIVE,tyrion lannister,
" I'm not afraid of you, little brother.",CERSEI,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.578495740890503,POSITIVE,cersei lannister,
 Why are you here?,TYRION,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.970111131668091,NEGATIVE,tyrion lannister,
" I wanted to see your face. They said you'd lost your nose, but it's not as gruesome as all that.",CERSEI,e1-Valar Dohaeris,season-03,Game-of-Thrones,3.110666990280152,NEGATIVE,cersei lannister,
 The man who cut me lost more than his nose.,TYRION,e1-Valar Dohaeris,season-03,Game-of-Thrones,4.239092350006104,NEGATIVE,tyrion lannister,
" I should hope so. The rebels came for Joffrey's head, they lost their own. Thanks to Father.",CERSEI,e1-Valar Dohaeris,season-03,Game-of-Thrones,2.214929580688477,NEGATIVE,cersei lannister,
